ari,db,silh,k,kdiff
0.552751161834573,0.7867236591134332,0.5079255829867518,2.0,0.0
0.552751161834573,0.7867236591134332,0.5079255829867518,2.0,0.0
0.552751161834573,0.7867236591134332,0.5079255829867518,2.0,0.0
0.552751161834573,0.7867236591134332,0.5079255829867518,2.0,0.0
0.552751161834573,0.7867236591134332,0.5079255829867518,2.0,0.0
0.552751161834573,0.7867236591134332,0.5079255829867518,2.0,0.0
0.552751161834573,0.7867236591134332,0.5079255829867518,2.0,0.0
0.552751161834573,0.7867236591134332,0.5079255829867518,2.0,0.0
0.552751161834573,0.7867236591134332,0.5079255829867518,2.0,0.0
0.552751161834573,0.7867236591134332,0.5079255829867518,2.0,0.0
0.552751161834573,0.7867236591134332,0.5079255829867518,2.0,0.0
0.552751161834573,0.7867236591134332,0.5079255829867518,2.0,0.0
0.552751161834573,0.7867236591134332,0.5079255829867518,2.0,0.0
0.552751161834573,0.7867236591134332,0.5079255829867518,2.0,0.0
0.552751161834573,0.7867236591134332,0.5079255829867518,2.0,0.0
0.552751161834573,0.7867236591134332,0.5079255829867518,2.0,0.0
0.552751161834573,0.7867236591134332,0.5079255829867518,2.0,0.0
0.552751161834573,0.7867236591134332,0.5079255829867518,2.0,0.0
0.552751161834573,0.7867236591134332,0.5079255829867518,2.0,0.0
0.552751161834573,0.7867236591134332,0.5079255829867518,2.0,0.0
0.552751161834573,0.7867236591134332,0.5079255829867518,2.0,0.0
0.552751161834573,0.7867236591134332,0.5079255829867518,2.0,0.0
0.552751161834573,0.7867236591134332,0.5079255829867518,2.0,0.0
0.552751161834573,0.7867236591134332,0.5079255829867518,2.0,0.0
0.552751161834573,0.7867236591134332,0.5079255829867518,2.0,0.0
0.552751161834573,0.7867236591134332,0.5079255829867518,2.0,0.0
0.552751161834573,0.7867236591134332,0.5079255829867518,2.0,0.0
0.552751161834573,0.7867236591134332,0.5079255829867518,2.0,0.0
0.552751161834573,0.7867236591134332,0.5079255829867518,2.0,0.0
0.2803245121158034,0.6388267433914604,0.5035466098025858,3.0,1.0
