ari,db,silh,k,kdiff
0.43107711557265227,0.7081699604441558,0.44439543270129866,4.0,2.0
0.42625642245718814,0.7131740304192442,0.4442973599101213,4.0,2.0
0.42625642245718814,0.7131740304192442,0.4442973599101213,4.0,2.0
0.42625642245718814,0.7131740304192442,0.4442973599101213,4.0,2.0
0.14498891455268131,0.8109259615973414,0.3506599305989858,12.0,10.0
0.43107711557265227,0.7081699604441558,0.44439543270129866,4.0,2.0
0.43107711557265227,0.7081699604441558,0.44439543270129866,4.0,2.0
0.35671327046318224,0.7924350055681326,0.3992425077650087,5.0,3.0
0.43107711557265227,0.7081699604441558,0.44439543270129866,4.0,2.0
0.43107711557265227,0.7081699604441558,0.44439543270129866,4.0,2.0
0.42625642245718814,0.7131740304192442,0.4442973599101213,4.0,2.0
0.43107711557265227,0.7081699604441558,0.44439543270129866,4.0,2.0
0.42625642245718814,0.7131740304192442,0.4442973599101213,4.0,2.0
0.42625642245718814,0.7131740304192442,0.4442973599101213,4.0,2.0
0.17186991218360728,0.7616239371315241,0.3600779353840617,11.0,9.0
0.1626624481519835,0.7749694100496421,0.36019139182827126,12.0,10.0
0.42625642245718814,0.7131740304192442,0.4442973599101213,4.0,2.0
0.42625642245718814,0.7131740304192442,0.4442973599101213,4.0,2.0
0.43107711557265227,0.7081699604441558,0.44439543270129866,4.0,2.0
0.42625642245718814,0.7131740304192442,0.4442973599101213,4.0,2.0
0.43107711557265227,0.7081699604441558,0.44439543270129866,4.0,2.0
0.42625642245718814,0.7131740304192442,0.4442973599101213,4.0,2.0
0.43107711557265227,0.7081699604441558,0.44439543270129866,4.0,2.0
0.43107711557265227,0.7081699604441558,0.44439543270129866,4.0,2.0
0.43107711557265227,0.7081699604441558,0.44439543270129866,4.0,2.0
0.43107711557265227,0.7081699604441558,0.44439543270129866,4.0,2.0
0.43107711557265227,0.7081699604441558,0.44439543270129866,4.0,2.0
0.43107711557265227,0.7081699604441558,0.44439543270129866,4.0,2.0
0.43107711557265227,0.7081699604441558,0.44439543270129866,4.0,2.0
0.42625642245718814,0.7131740304192442,0.4442973599101213,4.0,2.0
