ari,db,silh,k,kdiff
1.0,0.025191225581409047,0.9827131583116275,16.0,0.0
1.0,0.025191225581409047,0.9827131583116275,16.0,0.0
1.0,0.025191225581409047,0.9827131583116275,16.0,0.0
1.0,0.025191225581409047,0.9827131583116275,16.0,0.0
1.0,0.025191225581409047,0.9827131583116275,16.0,0.0
1.0,0.025191225581409047,0.9827131583116275,16.0,0.0
1.0,0.025191225581409047,0.9827131583116275,16.0,0.0
1.0,0.025191225581409047,0.9827131583116275,16.0,0.0
1.0,0.025191225581409047,0.9827131583116275,16.0,0.0
1.0,0.025191225581409047,0.9827131583116275,16.0,0.0
1.0,0.025191225581409047,0.9827131583116275,16.0,0.0
1.0,0.025191225581409047,0.9827131583116275,16.0,0.0
1.0,0.025191225581409047,0.9827131583116275,16.0,0.0
1.0,0.025191225581409047,0.9827131583116275,16.0,0.0
1.0,0.025191225581409047,0.9827131583116275,16.0,0.0
1.0,0.025191225581409047,0.9827131583116275,16.0,0.0
1.0,0.025191225581409047,0.9827131583116275,16.0,0.0
1.0,0.025191225581409047,0.9827131583116275,16.0,0.0
1.0,0.025191225581409047,0.9827131583116275,16.0,0.0
1.0,0.025191225581409047,0.9827131583116275,16.0,0.0
1.0,0.025191225581409047,0.9827131583116275,16.0,0.0
0.9361303614909159,0.5501053229976015,0.9208070212248511,15.0,1.0
1.0,0.025191225581409047,0.9827131583116275,16.0,0.0
1.0,0.025191225581409047,0.9827131583116275,16.0,0.0
1.0,0.025191225581409047,0.9827131583116275,16.0,0.0
1.0,0.025191225581409047,0.9827131583116275,16.0,0.0
1.0,0.025191225581409047,0.9827131583116275,16.0,0.0
1.0,0.025191225581409047,0.9827131583116275,16.0,0.0
1.0,0.025191225581409047,0.9827131583116275,16.0,0.0
1.0,0.025191225581409047,0.9827131583116275,16.0,0.0
