ari,db,silh,k,kdiff
0.32473956626623113,0.851533058389712,0.3803412567633227,3.0,1.0
0.42402525530832647,0.7911856230258058,0.4064204160289507,3.0,1.0
0.4729165251251953,0.7920267485761486,0.41282107673088825,3.0,1.0
0.4879557881626009,1.0971974902166992,0.3756236162395584,2.0,0.0
0.4879557881626009,1.0971974902166992,0.3756236162395584,2.0,0.0
0.4879557881626009,1.0971974902166992,0.3756236162395584,2.0,0.0
0.41319238473815323,0.7878762679498702,0.40758544446582595,3.0,1.0
0.4729165251251953,0.7920267485761486,0.41282107673088825,3.0,1.0
0.42402525530832647,0.7911856230258058,0.4064204160289507,3.0,1.0
0.42402525530832647,0.7911856230258058,0.4064204160289507,3.0,1.0
0.27247538488635387,0.8774031648444387,0.3736678278882635,3.0,1.0
0.3800044073838197,0.7930680350399798,0.4013017205276657,3.0,1.0
0.4879557881626009,1.0971974902166992,0.3756236162395584,2.0,0.0
0.42402525530832647,0.7911856230258058,0.4064204160289507,3.0,1.0
0.4879557881626009,1.0971974902166992,0.3756236162395584,2.0,0.0
0.46697853529052474,0.7940165134882662,0.41074698116138264,3.0,1.0
0.45284552725889327,0.7914429418960611,0.4089140614187539,3.0,1.0
0.3800044073838197,0.7930680350399798,0.4013017205276657,3.0,1.0
0.42402525530832647,0.7911856230258058,0.4064204160289507,3.0,1.0
0.3800044073838197,0.7930680350399798,0.4013017205276657,3.0,1.0
0.42402525530832647,0.7911856230258058,0.4064204160289507,3.0,1.0
0.4879557881626009,1.0971974902166992,0.3756236162395584,2.0,0.0
0.43473624952084816,0.7921774434113411,0.40658981264352445,3.0,1.0
0.3800044073838197,0.7930680350399798,0.4013017205276657,3.0,1.0
0.41680456671174604,0.7903993903073488,0.40536889063601067,3.0,1.0
0.4648506586519289,1.0978988418844304,0.3756565546912055,2.0,0.0
0.4879557881626009,1.0971974902166992,0.3756236162395584,2.0,0.0
0.4729165251251953,0.7920267485761486,0.41282107673088825,3.0,1.0
0.42402525530832647,0.7911856230258058,0.4064204160289507,3.0,1.0
0.3800044073838197,0.7930680350399798,0.4013017205276657,3.0,1.0
