ari,db,silh,k,kdiff
0.7154937640705651,0.5554123753136829,0.6040277456349457,3.0,3.0
0.7750008419212046,0.6495302391509141,0.5709764066148674,4.0,2.0
0.7154937640705651,0.5554123753136829,0.6040277456349457,3.0,3.0
0.7154937640705651,0.5554123753136829,0.6040277456349457,3.0,3.0
0.7154937640705651,0.5554123753136829,0.6040277456349457,3.0,3.0
0.7154937640705651,0.5554123753136829,0.6040277456349457,3.0,3.0
0.7539929242198324,0.6959312248641399,0.5527735383806528,4.0,2.0
0.7154937640705651,0.5554123753136829,0.6040277456349457,3.0,3.0
0.7154937640705651,0.5554123753136829,0.6040277456349457,3.0,3.0
0.7154937640705651,0.5554123753136829,0.6040277456349457,3.0,3.0
0.7154937640705651,0.5554123753136829,0.6040277456349457,3.0,3.0
0.7539929242198324,0.6959312248641399,0.5527735383806528,4.0,2.0
0.7154937640705651,0.5554123753136829,0.6040277456349457,3.0,3.0
0.7154937640705651,0.5554123753136829,0.6040277456349457,3.0,3.0
0.7154937640705651,0.5554123753136829,0.6040277456349457,3.0,3.0
0.7154937640705651,0.5554123753136829,0.6040277456349457,3.0,3.0
0.7154937640705651,0.5554123753136829,0.6040277456349457,3.0,3.0
0.7154937640705651,0.5554123753136829,0.6040277456349457,3.0,3.0
0.7154937640705651,0.5554123753136829,0.6040277456349457,3.0,3.0
0.7231522599892957,0.7784456610136081,0.5054956690262503,5.0,1.0
0.7154937640705651,0.5554123753136829,0.6040277456349457,3.0,3.0
0.7154937640705651,0.5554123753136829,0.6040277456349457,3.0,3.0
0.7649182710783415,0.6920156347370645,0.5569940957372074,4.0,2.0
0.7154937640705651,0.5554123753136829,0.6040277456349457,3.0,3.0
0.7539929242198324,0.6959312248641399,0.5527735383806528,4.0,2.0
0.7154937640705651,0.5554123753136829,0.6040277456349457,3.0,3.0
0.7154937640705651,0.5554123753136829,0.6040277456349457,3.0,3.0
0.7539929242198324,0.6959312248641399,0.5527735383806528,4.0,2.0
0.7154937640705651,0.5554123753136829,0.6040277456349457,3.0,3.0
0.7539929242198324,0.6959312248641399,0.5527735383806528,4.0,2.0
